split,case_index,bank_id,selected_index,selected_row,selected_col
arc-gen,0,11,0,0,0
arc-gen,0,12,0,0,0
arc-gen,0,13,0,0,0
arc-gen,0,14,0,0,0
arc-gen,0,15,8,0,8
arc-gen,0,16,0,0,0
arc-gen,0,17,0,0,0
arc-gen,0,18,0,0,0
arc-gen,0,19,0,0,0
arc-gen,0,20,0,0,0
arc-gen,0,21,0,0,0
arc-gen,0,22,0,0,0
arc-gen,0,23,0,0,0
arc-gen,1,0,0,0,0
arc-gen,1,1,0,0,0
arc-gen,1,2,0,0,0
arc-gen,1,3,0,0,0
arc-gen,1,4,0,0,0
arc-gen,1,5,0,0,0
arc-gen,1,6,0,0,0
arc-gen,1,7,0,0,0
arc-gen,1,8,0,0,0
arc-gen,1,9,0,0,0
arc-gen,1,10,0,0,0
arc-gen,1,11,0,0,0
arc-gen,1,12,0,0,0
arc-gen,1,13,0,0,0
arc-gen,1,14,0,0,0
arc-gen,1,15,0,0,0
arc-gen,1,16,45,3,6
arc-gen,1,17,0,0,0
arc-gen,1,18,0,0,0
arc-gen,1,19,0,0,0
arc-gen,1,20,0,0,0
arc-gen,1,21,0,0,0
arc-gen,1,22,0,0,0
arc-gen,1,23,0,0,0
arc-gen,2,0,0,0,0
arc-gen,2,1,0,0,0
arc-gen,2,2,0,0,0
arc-gen,2,3,0,0,0
arc-gen,2,4,111,10,1
arc-gen,2,5,0,0,0
arc-gen,2,6,0,0,0
arc-gen,2,7,0,0,0
arc-gen,2,8,0,0,0
arc-gen,2,9,0,0,0
arc-gen,2,10,0,0,0
arc-gen,2,11,0,0,0
arc-gen,2,12,0,0,0
arc-gen,2,13,0,0,0
arc-gen,2,14,0,0,0
arc-gen,2,15,0,0,0
arc-gen,2,16,0,0,0
arc-gen,2,17,0,0,0
arc-gen,2,18,0,0,0
arc-gen,2,19,0,0,0
arc-gen,2,20,0,0,0
arc-gen,2,21,0,0,0
arc-gen,2,22,0,0,0
arc-gen,2,23,0,0,0
arc-gen,3,0,111,7,6
arc-gen,3,1,0,0,0
arc-gen,3,2,0,0,0
arc-gen,3,3,0,0,0
arc-gen,3,4,0,0,0
arc-gen,3,5,0,0,0
arc-gen,3,6,0,0,0
arc-gen,3,7,0,0,0
arc-gen,3,8,14,1,2
arc-gen,3,9,0,0,0
arc-gen,3,10,0,0,0
arc-gen,3,11,0,0,0
arc-gen,3,12,0,0,0
arc-gen,3,13,0,0,0
arc-gen,3,14,0,0,0
arc-gen,3,15,0,0,0
arc-gen,3,16,0,0,0
arc-gen,3,17,0,0,0
arc-gen,3,18,0,0,0
arc-gen,3,19,0,0,0
arc-gen,3,20,0,0,0
arc-gen,3,21,0,0,0
arc-gen,3,22,0,0,0
arc-gen,3,23,0,0,0
arc-gen,4,0,103,6,13
arc-gen,4,1,0,0,0
arc-gen,4,2,0,0,0
arc-gen,4,3,0,0,0
arc-gen,4,4,0,0,0
arc-gen,4,5,0,0,0
arc-gen,4,6,0,0,0
arc-gen,4,7,0,0,0
arc-gen,4,8,0,0,0
arc-gen,4,9,48,4,4
arc-gen,4,10,0,0,0
arc-gen,4,11,0,0,0
arc-gen,4,12,0,0,0
arc-gen,4,13,0,0,0
arc-gen,4,14,0,0,0
arc-gen,4,15,0,0,0
arc-gen,4,16,0,0,0
arc-gen,4,17,0,0,0
arc-gen,4,18,0,0,0
arc-gen,4,19,0,0,0
arc-gen,4,20,0,0,0
arc-gen,4,21,0,0,0
arc-gen,4,22,0,0,0
arc-gen,4,23,0,0,0
arc-gen,5,0,21,1,6
arc-gen,5,1,0,0,0
arc-gen,5,2,0,0,0
arc-gen,5,3,0,0,0
arc-gen,5,4,0,0,0
arc-gen,5,5,0,0,0
arc-gen,5,6,0,0,0
arc-gen,5,7,0,0,0
arc-gen,5,8,0,0,0
arc-gen,5,9,0,0,0
arc-gen,5,10,0,0,0
arc-gen,5,11,0,0,0
arc-gen,5,12,0,0,0
arc-gen,5,13,104,9,5
arc-gen,5,14,0,0,0
arc-gen,5,15,0,0,0
arc-gen,5,16,0,0,0
arc-gen,5,17,0,0,0
arc-gen,5,18,0,0,0
arc-gen,5,19,0,0,0
arc-gen,5,20,0,0,0
arc-gen,5,21,0,0,0
arc-gen,5,22,0,0,0
arc-gen,5,23,0,0,0
arc-gen,6,0,28,1,13
arc-gen,6,1,0,0,0
arc-gen,6,2,0,0,0
arc-gen,6,3,0,0,0
arc-gen,6,4,0,0,0
arc-gen,6,5,0,0,0
arc-gen,6,6,0,0,0
arc-gen,6,7,0,0,0
arc-gen,6,8,0,0,0
arc-gen,6,9,0,0,0
arc-gen,6,10,75,5,5
arc-gen,6,11,0,0,0
arc-gen,6,12,0,0,0
arc-gen,6,13,0,0,0
arc-gen,6,14,0,0,0
arc-gen,6,15,0,0,0
arc-gen,6,16,0,0,0
arc-gen,6,17,0,0,0
arc-gen,6,18,0,0,0
arc-gen,6,19,0,0,0
arc-gen,6,20,0,0,0
arc-gen,6,21,0,0,0
arc-gen,6,22,0,0,0
arc-gen,6,23,0,0,0
arc-gen,7,0,19,1,4
arc-gen,7,1,0,0,0
arc-gen,7,2,0,0,0
arc-gen,7,3,0,0,0
arc-gen,7,4,0,0,0
arc-gen,7,5,0,0,0
arc-gen,7,6,0,0,0
arc-gen,7,7,0,0,0
arc-gen,7,8,0,0,0
arc-gen,7,9,69,6,3
arc-gen,7,10,0,0,0
arc-gen,7,11,0,0,0
arc-gen,7,12,0,0,0
arc-gen,7,13,0,0,0
arc-gen,7,14,0,0,0
arc-gen,7,15,0,0,0
arc-gen,7,16,0,0,0
arc-gen,7,17,0,0,0
arc-gen,7,18,0,0,0
arc-gen,7,19,0,0,0
arc-gen,7,20,0,0,0
arc-gen,7,21,0,0,0
arc-gen,7,22,0,0,0
arc-gen,7,23,0,0,0
arc-gen,8,0,0,0,0
arc-gen,8,1,0,0,0
arc-gen,8,2,0,0,0
arc-gen,8,3,0,0,0
arc-gen,8,4,0,0,0
arc-gen,8,5,0,0,0
arc-gen,8,6,0,0,0
arc-gen,8,7,0,0,0
arc-gen,8,8,0,0,0
arc-gen,8,9,0,0,0
arc-gen,8,10,16,1,2
arc-gen,8,11,0,0,0
arc-gen,8,12,0,0,0
arc-gen,8,13,0,0,0
arc-gen,8,14,0,0,0
arc-gen,8,15,0,0,0
arc-gen,8,16,0,0,0
arc-gen,8,17,0,0,0
arc-gen,8,18,0,0,0
arc-gen,8,19,0,0,0
arc-gen,8,20,0,0,0
arc-gen,8,21,61,4,9
arc-gen,8,22,0,0,0
arc-gen,8,23,0,0,0
arc-gen,9,0,15,1,0
arc-gen,9,1,0,0,0
arc-gen,9,2,0,0,0
arc-gen,9,3,0,0,0
arc-gen,9,4,0,0,0
arc-gen,9,5,0,0,0
arc-gen,9,6,0,0,0
arc-gen,9,7,0,0,0
arc-gen,9,8,0,0,0
arc-gen,9,9,0,0,0
arc-gen,9,10,0,0,0
arc-gen,9,11,0,0,0
arc-gen,9,12,0,0,0
arc-gen,9,13,0,0,0
arc-gen,9,14,0,0,0
arc-gen,9,15,0,0,0
arc-gen,9,16,0,0,0
arc-gen,9,17,29,2,5
arc-gen,9,18,0,0,0
arc-gen,9,19,0,0,0
arc-gen,9,20,0,0,0
arc-gen,9,21,0,0,0
arc-gen,9,22,0,0,0
arc-gen,9,23,0,0,0
arc-gen,10,0,0,0,0
arc-gen,10,1,0,0,0
arc-gen,10,2,0,0,0
arc-gen,10,3,0,0,0
arc-gen,10,4,0,0,0
arc-gen,10,5,0,0,0
arc-gen,10,6,0,0,0
arc-gen,10,7,0,0,0
arc-gen,10,8,0,0,0
arc-gen,10,9,0,0,0
arc-gen,10,10,0,0,0
arc-gen,10,11,0,0,0
arc-gen,10,12,0,0,0
arc-gen,10,13,0,0,0
arc-gen,10,14,0,0,0
arc-gen,10,15,0,0,0
arc-gen,10,16,0,0,0
arc-gen,10,17,0,0,0
arc-gen,10,18,0,0,0
arc-gen,10,19,0,0,0
arc-gen,10,20,0,0,0
arc-gen,10,21,35,2,9
arc-gen,10,22,0,0,0
arc-gen,10,23,0,0,0
arc-gen,11,0,0,0,0
arc-gen,11,1,3,0,3
arc-gen,11,2,0,0,0
arc-gen,11,3,0,0,0
arc-gen,11,4,0,0,0
arc-gen,11,5,0,0,0
arc-gen,11,6,0,0,0
arc-gen,11,7,0,0,0
arc-gen,11,8,0,0,0
arc-gen,11,9,55,5,0
arc-gen,11,10,0,0,0
arc-gen,11,11,0,0,0
arc-gen,11,12,0,0,0
arc-gen,11,13,0,0,0
arc-gen,11,14,0,0,0
arc-gen,11,15,0,0,0
arc-gen,11,16,0,0,0
arc-gen,11,17,0,0,0
arc-gen,11,18,0,0,0
arc-gen,11,19,0,0,0
arc-gen,11,20,0,0,0
arc-gen,11,21,0,0,0
arc-gen,11,22,0,0,0
arc-gen,11,23,0,0,0
arc-gen,12,0,0,0,0
arc-gen,12,1,127,9,1
arc-gen,12,2,0,0,0
arc-gen,12,3,0,0,0
arc-gen,12,4,0,0,0
arc-gen,12,5,0,0,0
arc-gen,12,6,0,0,0
arc-gen,12,7,99,7,8
arc-gen,12,8,0,0,0
arc-gen,12,9,0,0,0
arc-gen,12,10,0,0,0
arc-gen,12,11,0,0,0
arc-gen,12,12,0,0,0
arc-gen,12,13,0,0,0
arc-gen,12,14,0,0,0
arc-gen,12,15,0,0,0
arc-gen,12,16,0,0,0
arc-gen,12,17,0,0,0
arc-gen,12,18,0,0,0
arc-gen,12,19,0,0,0
arc-gen,12,20,0,0,0
arc-gen,12,21,0,0,0
arc-gen,12,22,0,0,0
arc-gen,12,23,0,0,0
arc-gen,13,0,0,0,0
arc-gen,13,1,0,0,0
arc-gen,13,2,0,0,0
arc-gen,13,3,0,0,0
arc-gen,13,4,0,0,0
arc-gen,13,5,0,0,0
arc-gen,13,6,0,0,0
arc-gen,13,7,0,0,0
arc-gen,13,8,0,0,0
arc-gen,13,9,0,0,0
arc-gen,13,10,0,0,0
arc-gen,13,11,0,0,0
arc-gen,13,12,0,0,0
arc-gen,13,13,0,0,0
arc-gen,13,14,0,0,0
arc-gen,13,15,0,0,0
arc-gen,13,16,0,0,0
arc-gen,13,17,0,0,0
arc-gen,13,18,0,0,0
arc-gen,13,19,0,0,0
arc-gen,13,20,0,0,0
arc-gen,13,21,18,1,5
arc-gen,13,22,0,0,0
arc-gen,13,23,0,0,0
arc-gen,14,0,0,0,0
arc-gen,14,1,0,0,0
arc-gen,14,2,74,5,9
arc-gen,14,3,0,0,0
arc-gen,14,4,0,0,0
arc-gen,14,5,0,0,0
arc-gen,14,6,0,0,0
arc-gen,14,7,0,0,0
arc-gen,14,8,0,0,0
arc-gen,14,9,0,0,0
arc-gen,14,10,0,0,0
arc-gen,14,11,0,0,0
arc-gen,14,12,73,6,1
arc-gen,14,13,0,0,0
arc-gen,14,14,0,0,0
arc-gen,14,15,0,0,0
arc-gen,14,16,0,0,0
arc-gen,14,17,0,0,0
arc-gen,14,18,0,0,0
arc-gen,14,19,0,0,0
arc-gen,14,20,0,0,0
arc-gen,14,21,0,0,0
arc-gen,14,22,0,0,0
arc-gen,14,23,0,0,0
arc-gen,15,0,0,0,0
arc-gen,15,1,0,0,0
arc-gen,15,2,0,0,0
arc-gen,15,3,0,0,0
arc-gen,15,4,0,0,0
arc-gen,15,5,0,0,0
arc-gen,15,6,0,0,0
arc-gen,15,7,0,0,0
arc-gen,15,8,0,0,0
arc-gen,15,9,0,0,0
arc-gen,15,10,22,1,8
arc-gen,15,11,0,0,0
arc-gen,15,12,0,0,0
arc-gen,15,13,0,0,0
arc-gen,15,14,0,0,0
arc-gen,15,15,0,0,0
arc-gen,15,16,0,0,0
arc-gen,15,17,0,0,0
arc-gen,15,18,106,9,7
arc-gen,15,19,0,0,0
arc-gen,15,20,0,0,0
arc-gen,15,21,0,0,0
arc-gen,15,22,0,0,0
arc-gen,15,23,0,0,0
arc-gen,16,0,0,0,0
arc-gen,16,1,0,0,0
arc-gen,16,2,0,0,0
arc-gen,16,3,0,0,0
arc-gen,16,4,0,0,0
arc-gen,16,5,0,0,0
arc-gen,16,6,0,0,0
arc-gen,16,7,0,0,0
arc-gen,16,8,0,0,0
arc-gen,16,9,0,0,0
arc-gen,16,10,130,9,4
arc-gen,16,11,0,0,0
arc-gen,16,12,0,0,0
arc-gen,16,13,0,0,0
arc-gen,16,14,0,0,0
arc-gen,16,15,0,0,0
arc-gen,16,16,0,0,0
arc-gen,16,17,5,0,5
arc-gen,16,18,0,0,0
arc-gen,16,19,0,0,0
arc-gen,16,20,0,0,0
arc-gen,16,21,0,0,0
arc-gen,16,22,0,0,0
arc-gen,16,23,0,0,0
arc-gen,17,0,0,0,0
arc-gen,17,1,0,0,0
arc-gen,17,2,0,0,0
arc-gen,17,3,0,0,0
arc-gen,17,4,0,0,0
arc-gen,17,5,0,0,0
arc-gen,17,6,27,1,13
arc-gen,17,7,0,0,0
arc-gen,17,8,0,0,0
arc-gen,17,9,0,0,0
arc-gen,17,10,0,0,0
arc-gen,17,11,0,0,0
arc-gen,17,12,0,0,0
arc-gen,17,13,0,0,0
arc-gen,17,14,0,0,0
arc-gen,17,15,0,0,0
arc-gen,17,16,0,0,0
arc-gen,17,17,24,2,0
arc-gen,17,18,0,0,0
arc-gen,17,19,0,0,0
arc-gen,17,20,0,0,0
arc-gen,17,21,0,0,0
arc-gen,17,22,0,0,0
arc-gen,17,23,0,0,0
arc-gen,18,0,0,0,0
arc-gen,18,1,0,0,0
arc-gen,18,2,0,0,0
arc-gen,18,3,0,0,0
arc-gen,18,4,0,0,0
arc-gen,18,5,0,0,0
arc-gen,18,6,0,0,0
arc-gen,18,7,0,0,0
arc-gen,18,8,0,0,0
arc-gen,18,9,0,0,0
arc-gen,18,10,0,0,0
arc-gen,18,11,0,0,0
arc-gen,18,12,0,0,0
arc-gen,18,13,0,0,0
arc-gen,18,14,0,0,0
arc-gen,18,15,0,0,0
arc-gen,18,16,0,0,0
arc-gen,18,17,0,0,0
arc-gen,18,18,0,0,0
arc-gen,18,19,0,0,0
arc-gen,18,20,0,0,0
arc-gen,18,21,0,0,0
arc-gen,18,22,0,0,0
arc-gen,18,23,0,0,0
arc-gen,19,0,0,0,0
arc-gen,19,1,0,0,0
arc-gen,19,2,0,0,0
arc-gen,19,3,0,0,0
arc-gen,19,4,0,0,0
arc-gen,19,5,156,10,6
arc-gen,19,6,0,0,0
arc-gen,19,7,0,0,0
arc-gen,19,8,0,0,0
arc-gen,19,9,0,0,0
arc-gen,19,10,0,0,0
arc-gen,19,11,0,0,0
arc-gen,19,12,0,0,0
arc-gen,19,13,0,0,0
arc-gen,19,14,0,0,0
arc-gen,19,15,0,0,0
arc-gen,19,16,0,0,0
arc-gen,19,17,0,0,0
arc-gen,19,18,0,0,0
arc-gen,19,19,0,0,0
arc-gen,19,20,0,0,0
arc-gen,19,21,14,1,1
arc-gen,19,22,0,0,0
arc-gen,19,23,0,0,0
arc-gen,20,0,0,0,0
arc-gen,20,1,78,5,8
arc-gen,20,2,0,0,0
arc-gen,20,3,0,0,0
arc-gen,20,4,0,0,0
arc-gen,20,5,0,0,0
arc-gen,20,6,0,0,0
arc-gen,20,7,0,0,0
arc-gen,20,8,0,0,0
arc-gen,20,9,0,0,0
arc-gen,20,10,0,0,0
arc-gen,20,11,0,0,0
arc-gen,20,12,0,0,0
arc-gen,20,13,0,0,0
arc-gen,20,14,0,0,0
arc-gen,20,15,0,0,0
arc-gen,20,16,0,0,0
arc-gen,20,17,0,0,0
arc-gen,20,18,0,0,0
arc-gen,20,19,0,0,0
arc-gen,20,20,0,0,0
arc-gen,20,21,92,7,1
arc-gen,20,22,0,0,0
arc-gen,20,23,0,0,0
arc-gen,21,0,158,10,8
arc-gen,21,1,0,0,0
arc-gen,21,2,0,0,0
arc-gen,21,3,0,0,0
arc-gen,21,4,0,0,0
arc-gen,21,5,0,0,0
arc-gen,21,6,0,0,0
arc-gen,21,7,0,0,0
arc-gen,21,8,0,0,0
arc-gen,21,9,0,0,0
arc-gen,21,10,0,0,0
arc-gen,21,11,0,0,0
arc-gen,21,12,0,0,0
arc-gen,21,13,0,0,0
arc-gen,21,14,0,0,0
arc-gen,21,15,0,0,0
arc-gen,21,16,19,1,6
arc-gen,21,17,0,0,0
arc-gen,21,18,0,0,0
arc-gen,21,19,0,0,0
arc-gen,21,20,0,0,0
arc-gen,21,21,0,0,0
arc-gen,21,22,0,0,0
arc-gen,21,23,0,0,0
arc-gen,22,0,0,0,0
arc-gen,22,1,0,0,0
arc-gen,22,2,0,0,0
arc-gen,22,3,0,0,0
arc-gen,22,4,0,0,0
arc-gen,22,5,0,0,0
arc-gen,22,6,0,0,0
arc-gen,22,7,93,7,2
arc-gen,22,8,0,0,0
arc-gen,22,9,0,0,0
arc-gen,22,10,0,0,0
arc-gen,22,11,0,0,0
arc-gen,22,12,10,0,10
arc-gen,22,13,0,0,0
arc-gen,22,14,0,0,0
arc-gen,22,15,0,0,0
arc-gen,22,16,0,0,0
arc-gen,22,17,0,0,0
arc-gen,22,18,0,0,0
arc-gen,22,19,0,0,0
arc-gen,22,20,0,0,0
arc-gen,22,21,0,0,0
arc-gen,22,22,0,0,0
arc-gen,22,23,0,0,0
arc-gen,23,0,16,1,1
arc-gen,23,1,0,0,0
arc-gen,23,2,0,0,0
arc-gen,23,3,0,0,0
arc-gen,23,4,0,0,0
arc-gen,23,5,0,0,0
arc-gen,23,6,0,0,0
arc-gen,23,7,0,0,0
arc-gen,23,8,0,0,0
arc-gen,23,9,0,0,0
arc-gen,23,10,9,0,9
arc-gen,23,11,0,0,0
arc-gen,23,12,0,0,0
arc-gen,23,13,0,0,0
arc-gen,23,14,0,0,0
arc-gen,23,15,0,0,0
arc-gen,23,16,0,0,0
arc-gen,23,17,102,8,6
arc-gen,23,18,0,0,0
arc-gen,23,19,0,0,0
arc-gen,23,20,0,0,0
arc-gen,23,21,0,0,0
arc-gen,23,22,0,0,0
arc-gen,23,23,0,0,0
arc-gen,24,0,0,0,0
arc-gen,24,1,0,0,0
arc-gen,24,2,0,0,0
arc-gen,24,3,0,0,0
arc-gen,24,4,0,0,0
arc-gen,24,5,0,0,0
arc-gen,24,6,0,0,0
arc-gen,24,7,0,0,0
arc-gen,24,8,0,0,0
arc-gen,24,9,0,0,0
arc-gen,24,10,0,0,0
arc-gen,24,11,0,0,0
arc-gen,24,12,57,4,9
arc-gen,24,13,0,0,0
arc-gen,24,14,0,0,0
arc-gen,24,15,0,0,0
arc-gen,24,16,0,0,0
arc-gen,24,17,0,0,0
arc-gen,24,18,0,0,0
arc-gen,24,19,0,0,0
arc-gen,24,20,0,0,0
arc-gen,24,21,0,0,0
arc-gen,24,22,0,0,0
arc-gen,24,23,0,0,0
arc-gen,25,0,0,0,0
arc-gen,25,1,0,0,0
arc-gen,25,2,0,0,0
arc-gen,25,3,0,0,0
arc-gen,25,4,0,0,0
arc-gen,25,5,0,0,0
arc-gen,25,6,0,0,0
arc-gen,25,7,0,0,0
arc-gen,25,8,0,0,0
arc-gen,25,9,0,0,0
arc-gen,25,10,0,0,0
arc-gen,25,11,0,0,0
arc-gen,25,12,0,0,0
arc-gen,25,13,0,0,0
arc-gen,25,14,0,0,0
arc-gen,25,15,0,0,0
arc-gen,25,16,0,0,0
arc-gen,25,17,0,0,0
arc-gen,25,18,0,0,0
arc-gen,25,19,0,0,0
arc-gen,25,20,0,0,0
arc-gen,25,21,0,0,0
arc-gen,25,22,0,0,0
arc-gen,25,23,0,0,0
arc-gen,26,0,0,0,0
arc-gen,26,1,147,10,7
arc-gen,26,2,0,0,0
arc-gen,26,3,0,0,0
arc-gen,26,4,0,0,0
arc-gen,26,5,0,0,0
arc-gen,26,6,0,0,0
arc-gen,26,7,0,0,0
arc-gen,26,8,0,0,0
arc-gen,26,9,12,1,1
arc-gen,26,10,0,0,0
arc-gen,26,11,0,0,0
arc-gen,26,12,0,0,0
arc-gen,26,13,0,0,0
arc-gen,26,14,0,0,0
arc-gen,26,15,0,0,0
arc-gen,26,16,0,0,0
arc-gen,26,17,0,0,0
arc-gen,26,18,0,0,0
arc-gen,26,19,0,0,0
arc-gen,26,20,0,0,0
arc-gen,26,21,0,0,0
arc-gen,26,22,0,0,0
arc-gen,26,23,0,0,0
arc-gen,27,0,0,0,0
arc-gen,27,1,0,0,0
arc-gen,27,2,0,0,0
arc-gen,27,3,0,0,0
arc-gen,27,4,0,0,0
arc-gen,27,5,0,0,0
arc-gen,27,6,2,0,2
arc-gen,27,7,0,0,0
arc-gen,27,8,0,0,0
arc-gen,27,9,0,0,0
arc-gen,27,10,0,0,0
arc-gen,27,11,0,0,0
arc-gen,27,12,0,0,0
arc-gen,27,13,0,0,0
arc-gen,27,14,0,0,0
arc-gen,27,15,0,0,0
arc-gen,27,16,74,5,9
arc-gen,27,17,0,0,0
arc-gen,27,18,0,0,0
arc-gen,27,19,0,0,0
arc-gen,27,20,0,0,0
arc-gen,27,21,0,0,0
arc-gen,27,22,0,0,0
arc-gen,27,23,0,0,0
arc-gen,28,0,0,0,0
arc-gen,28,1,0,0,0
arc-gen,28,2,0,0,0
arc-gen,28,3,0,0,0
arc-gen,28,4,0,0,0
arc-gen,28,5,154,10,4
arc-gen,28,6,0,0,0
arc-gen,28,7,0,0,0
arc-gen,28,8,0,0,0
arc-gen,28,9,0,0,0
arc-gen,28,10,0,0,0
arc-gen,28,11,41,3,2
arc-gen,28,12,0,0,0
arc-gen,28,13,0,0,0
arc-gen,28,14,0,0,0
arc-gen,28,15,0,0,0
arc-gen,28,16,0,0,0
arc-gen,28,17,0,0,0
arc-gen,28,18,0,0,0
arc-gen,28,19,0,0,0
arc-gen,28,20,0,0,0
arc-gen,28,21,0,0,0
arc-gen,28,22,0,0,0
arc-gen,28,23,0,0,0
arc-gen,29,0,2,0,2
arc-gen,29,1,0,0,0
arc-gen,29,2,0,0,0
arc-gen,29,3,0,0,0
arc-gen,29,4,0,0,0
arc-gen,29,5,0,0,0
arc-gen,29,6,0,0,0
arc-gen,29,7,0,0,0
arc-gen,29,8,64,5,4
arc-gen,29,9,0,0,0
arc-gen,29,10,0,0,0
arc-gen,29,11,0,0,0
arc-gen,29,12,0,0,0
arc-gen,29,13,0,0,0
arc-gen,29,14,0,0,0
arc-gen,29,15,0,0,0
arc-gen,29,16,0,0,0
arc-gen,29,17,0,0,0
arc-gen,29,18,0,0,0
arc-gen,29,19,0,0,0
arc-gen,29,20,0,0,0
arc-gen,29,21,0,0,0
arc-gen,29,22,0,0,0
arc-gen,29,23,0,0,0
arc-gen,30,0,0,0,0
arc-gen,30,1,0,0,0
arc-gen,30,2,0,0,0
arc-gen,30,3,0,0,0
arc-gen,30,4,0,0,0
arc-gen,30,5,0,0,0
arc-gen,30,6,0,0,0
arc-gen,30,7,0,0,0
arc-gen,30,8,0,0,0
arc-gen,30,9,0,0,0
arc-gen,30,10,0,0,0
arc-gen,30,11,0,0,0
arc-gen,30,12,0,0,0
arc-gen,30,13,0,0,0
arc-gen,30,14,0,0,0
arc-gen,30,15,0,0,0
arc-gen,30,16,0,0,0
arc-gen,30,17,0,0,0
arc-gen,30,18,0,0,0
arc-gen,30,19,0,0,0
arc-gen,30,20,0,0,0
arc-gen,30,21,0,0,0
arc-gen,30,22,12,1,0
arc-gen,30,23,0,0,0
arc-gen,31,0,206,13,11
arc-gen,31,1,0,0,0
arc-gen,31,2,0,0,0
arc-gen,31,3,0,0,0
arc-gen,31,4,0,0,0
arc-gen,31,5,0,0,0
arc-gen,31,6,0,0,0
arc-gen,31,7,0,0,0
arc-gen,31,8,0,0,0
arc-gen,31,9,0,0,0
arc-gen,31,10,0,0,0
arc-gen,31,11,0,0,0
arc-gen,31,12,0,0,0
arc-gen,31,13,66,6,0
arc-gen,31,14,0,0,0
arc-gen,31,15,0,0,0
arc-gen,31,16,0,0,0
arc-gen,31,17,0,0,0
arc-gen,31,18,0,0,0
arc-gen,31,19,0,0,0
arc-gen,31,20,0,0,0
arc-gen,31,21,0,0,0
arc-gen,31,22,0,0,0
arc-gen,31,23,0,0,0
arc-gen,32,0,0,0,0
arc-gen,32,1,4,0,4
arc-gen,32,2,0,0,0
arc-gen,32,3,0,0,0
arc-gen,32,4,0,0,0
arc-gen,32,5,0,0,0
arc-gen,32,6,0,0,0
arc-gen,32,7,0,0,0
arc-gen,32,8,0,0,0
arc-gen,32,9,0,0,0
arc-gen,32,10,0,0,0
arc-gen,32,11,63,4,11
arc-gen,32,12,0,0,0
arc-gen,32,13,0,0,0
arc-gen,32,14,0,0,0
arc-gen,32,15,0,0,0
arc-gen,32,16,0,0,0
arc-gen,32,17,0,0,0
arc-gen,32,18,77,7,0
arc-gen,32,19,0,0,0
arc-gen,32,20,0,0,0
arc-gen,32,21,0,0,0
arc-gen,32,22,0,0,0
arc-gen,32,23,0,0,0
arc-gen,33,0,0,0,0
arc-gen,33,1,0,0,0
arc-gen,33,2,0,0,0
arc-gen,33,3,0,0,0
arc-gen,33,4,0,0,0
arc-gen,33,5,0,0,0
arc-gen,33,6,0,0,0
